activity_group_name	VerwerkingsMethode	amount
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,38
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,44
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	6,42
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	1,32
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,2
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,36
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,2
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,22
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,54
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,5
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	0,96
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	0,9
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	1,08
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	2,1
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	2,18
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	10,72
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	12,08
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	11,72
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	14,6
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,36
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,36
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,62
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,36
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,92
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,56
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	4,44
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,64
F BOUWNIJVERHEID 	A02 Overslag / opbulken	23,2
F BOUWNIJVERHEID 	A02 Overslag / opbulken	77,7
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	3,14
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	2,16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,68
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,2
F BOUWNIJVERHEID 	A02 Overslag / opbulken	4,52
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	0,34
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	0,32
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	1,12
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	1,72
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,42
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,66
R KUNST, AMUSEMENT EN RECREATIE 	C01 Breken	0,82
R KUNST, AMUSEMENT EN RECREATIE 	C01 Breken	0,48
R KUNST, AMUSEMENT EN RECREATIE 	C01 Breken	0,44
R KUNST, AMUSEMENT EN RECREATIE 	C01 Breken	0,2
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,86
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C03 Sorteren / scheiden	1,9
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C03 Sorteren / scheiden	1,4
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C03 Sorteren / scheiden	8,72
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C03 Sorteren / scheiden	3,58
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	0,2
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	0,96
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,3
Q MENSELIJKE GEZONDHEIDSZORG EN MAATSCHAPPELIJKE DIENSTVERLENING 	A01 Bewaren	0,72
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,12
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	1,32
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,76
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	4,12
J INFORMATIE EN COMMUNICATIE 	A02 Overslag / opbulken	0,52
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,74
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	5,34
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	75,94
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	16,8
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	7,86
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	18,74
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	69,12
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	58,36
F BOUWNIJVERHEID 	A02 Overslag / opbulken	4,84
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	3,16
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,62
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,6
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	54,7
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	2,44
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	88,94
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	5,06
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	63,32
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	12,26
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	3,74
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	2,04
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1,7
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	2,46
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	4,4
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	4,32
P ONDERWIJS 	A02 Overslag / opbulken	4,32
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	2,48
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	C03 Sorteren / scheiden	0,32
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	C03 Sorteren / scheiden	0,7
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	C03 Sorteren / scheiden	0,94
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	0,22
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	0,4
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	1,2
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,72
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	3,1
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	3,2
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,16
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	26,54
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,66
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	53,54
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	0,52
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,8
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,88
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,58
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	56,62
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	0,64
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	0,66
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	0,16
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	3,32
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	5,46
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	138,42
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	324,74
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	183,28
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	0,58
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	3,8
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,18
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,45
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,22
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	5,18
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,92
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,64
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,22
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	7,46
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	1,56
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,78
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,94
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,66
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,82
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,72
C INDUSTRIE	A02 Overslag / opbulken	7,78
C INDUSTRIE	A02 Overslag / opbulken	27,56
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	1,86
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	19,02
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	9,36
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	8,5
C INDUSTRIE	A02 Overslag / opbulken	6,82
C INDUSTRIE	A02 Overslag / opbulken	37,08
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	6,52
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,68
F BOUWNIJVERHEID 	A02 Overslag / opbulken	13,42
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,78
F BOUWNIJVERHEID 	A02 Overslag / opbulken	6,96
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	8,36
F BOUWNIJVERHEID 	A02 Overslag / opbulken	8,44
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	4,26
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	1,84
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	9,52
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,2
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,72
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,4
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	1,56
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,92
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	1,8
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	1,14
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,02
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,86
F BOUWNIJVERHEID 	A02 Overslag / opbulken	22,56
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,78
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	1,08
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,1
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	2,88
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	7,44
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,98
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,38
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	6,66
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,68
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,32
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,98
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,38
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,36
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,6
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1,34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,82
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,52
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,98
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,44
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,74
F BOUWNIJVERHEID 	A02 Overslag / opbulken	4,82
F BOUWNIJVERHEID 	A02 Overslag / opbulken	10,08
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,54
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	1,16
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	2,62
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	4,96
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	2,9
F BOUWNIJVERHEID 	A02 Overslag / opbulken	4,36
F BOUWNIJVERHEID 	A02 Overslag / opbulken	13,08
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	8,2
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,52
F BOUWNIJVERHEID 	A02 Overslag / opbulken	20,74
F BOUWNIJVERHEID 	A02 Overslag / opbulken	34,12
F BOUWNIJVERHEID 	A02 Overslag / opbulken	44,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	61,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	69,04
F BOUWNIJVERHEID 	A02 Overslag / opbulken	51,92
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,3
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,78
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,46
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,84
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,7
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	1,28
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	6,18
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,18
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,9
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	3,16
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	14
P ONDERWIJS 	C03 Sorteren / scheiden	3,16
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	1,26
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	6,22
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	12,12
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	1,62
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	12,4
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	0,26
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	C03 Sorteren / scheiden	2,64
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C03 Sorteren / scheiden	0,84
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	2,66
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	4,56
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	12,48
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	32,62
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	22,2
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	8,34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	37,16
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	157,24
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	103,26
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	141,09
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	160,43
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	68,76
Q MENSELIJKE GEZONDHEIDSZORG EN MAATSCHAPPELIJKE DIENSTVERLENING 	C03 Sorteren / scheiden	1,72
S OVERIGE DIENSTEN 	C03 Sorteren / scheiden	6,8
S OVERIGE DIENSTEN 	C03 Sorteren / scheiden	7,62
S OVERIGE DIENSTEN 	C03 Sorteren / scheiden	14,38
S OVERIGE DIENSTEN 	C03 Sorteren / scheiden	7,06
S OVERIGE DIENSTEN 	C03 Sorteren / scheiden	13,12
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	3,52
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	3,06
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	4,68
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1931,59
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	73.591
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	29
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	31,28
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	512,35
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	522.935
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	166,33
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	115,46
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	3,84
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	36,86
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	19,04
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	2281,1
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	29,02
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	239,94
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	15,1
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	157,67
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	756,66
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	2069,06
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	277,98
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	1481,74
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	3756,56
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	148,7
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	1416,91
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	855,56
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	0,48
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	0,7
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	233,34
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	902,52
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	1309,62
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	1976,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,65
F BOUWNIJVERHEID 	A02 Overslag / opbulken	5,54
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	118,1
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	76
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	109,62
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	172,46
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	146,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	85,22
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	932,38
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	752,42
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	848,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	802,65
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1108,66
