activity_group_name	VerwerkingsMethode	amount
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	1090,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	0,46
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	347,1
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	233,9
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,86
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	21,06
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	25,82
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	17,42
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	28,94
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	3,3
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	2,1
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	15,62
F BOUWNIJVERHEID 	A02 Overslag / opbulken	7,52
C INDUSTRIE	A02 Overslag / opbulken	0,78
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	16,98
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	1,42
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	2,9
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	3,7
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	4,36
F BOUWNIJVERHEID 	C02 Shredderen / knippen	6,82
F BOUWNIJVERHEID 	C02 Shredderen / knippen	5,14
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	125,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	17,38
F BOUWNIJVERHEID 	C02 Shredderen / knippen	15,78
F BOUWNIJVERHEID 	C02 Shredderen / knippen	91,78
F BOUWNIJVERHEID 	C02 Shredderen / knippen	30,76
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	29,34
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	405,62
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	133,02
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	25,8
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,74
F BOUWNIJVERHEID 	C02 Shredderen / knippen	8,7
C INDUSTRIE	C02 Shredderen / knippen	1,46
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	89,5
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	81,95
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	799,89
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,56
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,16
F BOUWNIJVERHEID 	C02 Shredderen / knippen	2,4
F BOUWNIJVERHEID 	C02 Shredderen / knippen	4,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	4,76
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	1,06
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	1,18
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,52
C INDUSTRIE	C02 Shredderen / knippen	3,76
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,42
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	3,54
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	4,48
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	8,6
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,48
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	C02 Shredderen / knippen	1,86
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,64
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	77,52
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	105,92
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	5,96
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	13,78
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	957,94
F BOUWNIJVERHEID 	C02 Shredderen / knippen	30,16
F BOUWNIJVERHEID 	C02 Shredderen / knippen	35,3
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	47,44
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	12,98
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	8,82
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	24,68
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,64
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	2,44
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	4,82
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	0,76
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	0,5
C INDUSTRIE	C02 Shredderen / knippen	0,38
C INDUSTRIE	C02 Shredderen / knippen	0,28
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	0,44
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,52
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	0,84
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	2,8
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	92,48
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	21,24
C INDUSTRIE	C02 Shredderen / knippen	0,3
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	1,18
F BOUWNIJVERHEID 	C02 Shredderen / knippen	6,94
F BOUWNIJVERHEID 	C02 Shredderen / knippen	3,8
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	3,08
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	8,78
C INDUSTRIE	C02 Shredderen / knippen	0,24
F BOUWNIJVERHEID 	C02 Shredderen / knippen	4,94
F BOUWNIJVERHEID 	C02 Shredderen / knippen	2,42
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,02
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	5,82
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	5,88
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	5,36
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	0,4
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	34,42
C INDUSTRIE	C02 Shredderen / knippen	3,28
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	1,52
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	8,4
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	1,14
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,5
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,5
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	1,9
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	6,92
C INDUSTRIE	C02 Shredderen / knippen	4,9
F BOUWNIJVERHEID 	C02 Shredderen / knippen	2,24
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	2,42
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,34
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,44
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C02 Shredderen / knippen	0,24
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	2,44
R KUNST, AMUSEMENT EN RECREATIE 	C02 Shredderen / knippen	0,38
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,1
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	2,1
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	14,46
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	2256,52
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	7,8
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	0,88
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	2490,3
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,58
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	0,58
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	7,78
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	5,28
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	2,66
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	1,46
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	1,82
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	C03 Sorteren / scheiden	2,54
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	0,54
F BOUWNIJVERHEID 	C03 Sorteren / scheiden	2,82
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	0,38
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	2,2
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	10,4
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	2,34
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	5,02
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	26,04
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	29,68
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	28,04
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	36,46
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	36,28
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	50,32
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,48
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,46
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,2
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,04
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,12
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,5
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,16
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	149,54
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	64,2
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	0,44
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	109,54
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	347,45
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	305,34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	966,2
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	224,9
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	683,3
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	3,04
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	3,74
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	145,88
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	161,28
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	745,82
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	377,2
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	0,26
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,161
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	3.155
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	2.258
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	4.992
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	4.314
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	16.366
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	8.093
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	15.637
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	12.834
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	0,505
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,066
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,04
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,849
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,465
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,427
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,817
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,074
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,864
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,513
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,209
Q MENSELIJKE GEZONDHEIDSZORG EN MAATSCHAPPELIJKE DIENSTVERLENING 	A02 Overslag / opbulken	0,441
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,909
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,301
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	0,139
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,126
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	0,58
R KUNST, AMUSEMENT EN RECREATIE 	C03 Sorteren / scheiden	0,16
R KUNST, AMUSEMENT EN RECREATIE 	C03 Sorteren / scheiden	0,78
R KUNST, AMUSEMENT EN RECREATIE 	C03 Sorteren / scheiden	2,29
R KUNST, AMUSEMENT EN RECREATIE 	C03 Sorteren / scheiden	1,95
R KUNST, AMUSEMENT EN RECREATIE 	C03 Sorteren / scheiden	1,22
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	299.112
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,06
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	513,88
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	158,86
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	568,56
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	357,22
C INDUSTRIE	C02 Shredderen / knippen	15,64
C INDUSTRIE	C02 Shredderen / knippen	115,12
C INDUSTRIE	C02 Shredderen / knippen	25,34
Q MENSELIJKE GEZONDHEIDSZORG EN MAATSCHAPPELIJKE DIENSTVERLENING 	A02 Overslag / opbulken	1,3
C INDUSTRIE	A02 Overslag / opbulken	124,74
C INDUSTRIE	A02 Overslag / opbulken	110,82
C INDUSTRIE	A02 Overslag / opbulken	124,7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	9,56
F BOUWNIJVERHEID 	A02 Overslag / opbulken	30,48
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	54,14
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	43,46
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	16,22
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	154,86
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	22,56
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	1869,38
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	164,66
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	18,6
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	1700,39
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	73,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	2206,14
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	107,81
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	149,94
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	236,66
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	252,66
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	81,02
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	69,94
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	469
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	16,48
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	14,16
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	155,74
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	2.162.881
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	4356,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	13,86
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	245,96
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	97,44
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	7,3
H VERVOER EN OPSLAG 	C03 Sorteren / scheiden	3,57
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,077
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,152
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,122
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1.671
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1.385
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	5.889
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	8.213
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	9.254
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	6.784
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	96,62
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	55,44
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	1,14
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	3,86
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	1,82
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,14
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,22
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	0,72
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,1
F BOUWNIJVERHEID 	C02 Shredderen / knippen	5,54
F BOUWNIJVERHEID 	C02 Shredderen / knippen	31,22
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	2,2
P ONDERWIJS 	C02 Shredderen / knippen	0,28
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	12,28
A LANDBOUW, BOSBOUW EN VISSERIJ	C02 Shredderen / knippen	23,82
F BOUWNIJVERHEID 	C02 Shredderen / knippen	6,76
F BOUWNIJVERHEID 	C02 Shredderen / knippen	7,2
F BOUWNIJVERHEID 	C02 Shredderen / knippen	14,3
F BOUWNIJVERHEID 	C02 Shredderen / knippen	20,2
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	2,74
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	212,46
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,04
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	63,32
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	22,64
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,56
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	2,22
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	2,22
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,04
F BOUWNIJVERHEID 	C02 Shredderen / knippen	2,44
F BOUWNIJVERHEID 	C02 Shredderen / knippen	7,54
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	C02 Shredderen / knippen	1,34
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	4,86
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	21,05
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,12
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	9,1
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	6,4
